ID,score
1,8.718245029449463
2,9.1959810256958
3,8.674644827842712
4,9.024805426597595
5,0.824292004108429
6,9.265639781951904
7,8.557488322257996
8,1.7421503365039825
9,1.5026605129241943
10,1.5703018009662628
11,8.908762335777283
12,1.7755453288555145
13,8.499000668525696
14,9.234021306037903
15,8.966974020004272
16,9.668731689453125
17,9.29913341999054
18,8.81114661693573
19,1.9371652603149414
20,1.1373796314001083
21,9.128246903419495
22,1.1477669328451157
23,7.085650563240051
24,9.752100706100464
25,4.901950657367706
26,8.637269139289856
27,3.3261528611183167
28,9.012483954429626
29,6.017773151397705
30,8.632192015647888
31,8.80078375339508
32,8.827263116836548
33,8.949779868125916
34,0.7997307926416397
35,9.6405690908432
36,9.256890416145325
37,2.792912721633911
38,2.5347310304641724
39,9.174491167068481
40,8.695523738861084
41,7.210417985916138
42,9.063289165496826
43,8.486728072166443
44,8.706802725791931
45,9.27907645702362
46,7.990076541900635
47,9.350990653038025
48,8.47749650478363
49,1.7480160295963287
50,3.5622569918632507
51,9.143168330192566
52,1.4726291596889496
53,9.196298718452454
54,8.674465417861938
55,1.0915806889533997
56,8.984563946723938
57,9.009414315223694
58,9.352553486824036
59,0.5343486741185188
60,9.188165664672852
61,7.3567259311676025
62,1.1912363022565842
63,0.7640162110328674
64,3.3083009719848633
65,9.11170482635498
66,0.7976380735635757
67,9.043440818786621
68,8.468422293663025
69,1.7986911535263062
70,0.37471357733011246
71,9.017119407653809
72,1.1756347119808197
73,9.319695830345154
74,2.407137304544449
75,5.382353067398071
76,9.356735348701477
77,8.895644545555115
78,8.66223931312561
79,8.752394914627075
80,1.8378457427024841
81,9.435617923736572
82,9.403814673423767
83,8.810401558876038
84,9.221695065498352
85,7.3678284883499146
86,8.285198211669922
87,7.479636073112488
88,9.771016240119934
89,1.7254967987537384
90,8.888066411018372
91,9.214245080947876
92,8.733084797859192
93,0.673549696803093
94,8.14900517463684
95,1.3199114799499512
96,9.037001132965088
97,5.505480170249939
98,9.184794425964355
99,0.5187268927693367
100,9.108349084854126
101,8.591009378433228
102,1.741420030593872
103,0.8132439106702805
104,8.860434889793396
105,1.1635254323482513
106,5.432329773902893
107,9.316346645355225
108,9.231330752372742
109,9.22528326511383
110,8.454448580741882
111,1.3308735191822052
112,9.196367263793945
113,3.052213490009308
114,9.769772291183472
115,1.7022734880447388
116,8.950275182723999
117,9.340445399284363
118,9.113293290138245
119,9.55677330493927
120,2.7157938480377197
121,9.297534227371216
122,3.2442423701286316
123,1.0034341365098953
124,9.174336791038513
125,9.192882180213928
126,8.138713836669922
127,8.238593935966492
128,6.4015597105026245
129,9.157742261886597
130,2.438541501760483
131,9.217838048934937
132,8.27638864517212
133,8.713578581809998
134,9.308286309242249
135,8.753154873847961
136,1.399543136358261
137,9.34800922870636
138,9.719966650009155
139,8.952410221099854
140,8.98366630077362
141,0.7720226049423218
142,8.967911005020142
143,8.485836386680603
144,3.370826542377472
145,2.5822967290878296
146,6.892256736755371
147,8.838211297988892
148,9.271712899208069
149,9.389416575431824
150,5.67318856716156
151,8.274951577186584
152,8.698258996009827
153,0.6857685744762421
154,8.770807981491089
155,1.8658407032489777
156,9.25438106060028
157,3.317984938621521
158,8.420192003250122
159,9.03664767742157
160,1.018379107117653
161,9.32932198047638
162,4.356003999710083
163,3.882254958152771
164,8.911601305007935
165,8.790321946144104
166,9.529302716255188
167,1.7930370569229126
168,8.7549489736557
169,9.503888487815857
170,1.233111396431923
171,9.144272208213806
172,9.395783543586731
173,8.993555903434753
174,9.692792892456055
175,8.62034797668457
176,0.7582816481590271
177,3.658803105354309
178,9.368618130683899
179,1.6162075102329254
180,8.985022902488708
181,7.825722694396973
182,9.423986673355103
183,9.18742835521698
184,9.006503820419312
185,2.7215132117271423
186,8.452052474021912
187,8.817508220672607
188,0.8544711023569107
189,8.00039291381836
190,9.432945251464844
191,9.194074273109436
192,0.6784426420927048
193,1.270424723625183
194,9.170271158218384
195,8.525223135948181
196,7.2394514083862305
197,9.12235975265503
198,8.905195593833923
199,8.450773358345032
200,8.265050649642944
201,1.6533549129962921
202,7.953292727470398
203,5.842777490615845
204,7.943761944770813
205,1.696150004863739
206,9.589350819587708
207,1.6272550821304321
208,3.495016396045685
209,5.866642594337463
210,8.884819149971008
211,1.3409602642059326
212,8.615958094596863
213,0.9830615669488907
214,6.7320317029953
215,0.9131225198507309
216,8.390878438949585
217,8.545669913291931
218,5.889229774475098
219,8.24813425540924
220,1.0186006873846054
221,2.336409240961075
222,4.377494156360626
223,1.6863799095153809
224,1.403910368680954
225,8.915326595306396
226,9.069249033927917
227,0.8467872440814972
228,8.922261595726013
229,7.857147455215454
230,1.9701318442821503
231,8.617828488349915
232,8.975502848625183
233,4.590338170528412
234,5.011741518974304
235,8.67443323135376
236,9.604780673980713
237,3.8618454337120056
238,8.099370002746582
239,1.0117219388484955
240,9.402909278869629
241,1.25507652759552
242,8.681901693344116
243,2.6302409172058105
244,8.88600766658783
245,0.7426604628562927
246,1.5568341314792633
247,9.185289740562439
248,9.546985626220703
249,9.43429708480835
250,1.1137142777442932
251,8.405051827430725
252,7.876145839691162
253,9.113836884498596
254,9.570138454437256
255,1.011626124382019
256,8.614023923873901
257,8.844122886657715
258,1.1791421473026276
259,2.962660789489746
260,2.791769504547119
261,7.974947690963745
262,9.40498173236847
263,7.52745509147644
264,9.066841006278992
265,8.688656687736511
266,8.121434450149536
267,9.066060185432434
268,8.428072333335876
269,9.563673734664917
270,8.23557198047638
271,1.1910558491945267
272,3.6709046363830566
273,2.801414728164673
274,4.628912508487701
275,9.001123905181885
276,1.132938712835312
277,9.304476380348206
278,1.528870016336441
279,8.723683953285217
280,7.085749506950378
281,9.082536697387695
282,8.790426254272461
283,9.22452449798584
284,8.940406441688538
285,6.002032160758972
286,6.067115068435669
287,9.05357301235199
288,3.6000865697860718
289,9.55995798110962
290,4.817158877849579
291,8.444015383720398
292,9.328278303146362
293,0.6076362356543541
294,9.295397996902466
295,9.017438888549805
296,8.972468972206116
297,9.028066992759705
298,9.280877113342285
299,8.148944973945618
300,2.34372079372406
301,7.541819214820862
302,8.721811771392822
303,1.919093281030655
304,8.444586992263794
305,8.895261883735657
306,9.418611526489258
307,5.702263712882996
308,0.760381817817688
309,8.449127674102783
310,8.212833404541016
311,1.9242234528064728
312,2.228129059076309
313,8.893458247184753
314,0.5398230254650116
315,0.8953437209129333
316,2.8072598576545715
317,0.8841291815042496
318,5.552830696105957
319,9.39136028289795
320,0.8078633248806
321,1.244959682226181
322,8.687189221382141
323,2.1176064014434814
324,1.8705402314662933
325,3.473874032497406
326,8.854816555976868
327,8.80624532699585
328,8.565877079963684
329,8.670664429664612
330,9.000465869903564
331,1.6948367655277252
332,9.210702776908875
333,0.7802913337945938
334,8.451033234596252
335,8.917229175567627
336,1.607009768486023
337,4.895586967468262
338,7.870314717292786
339,9.066884517669678
340,0.5554727464914322
341,9.531415104866028
342,3.1270456314086914
343,0.8079475909471512
344,9.342334270477295
345,0.5784730613231659
346,8.77437174320221
347,9.213330149650574
348,9.155476093292236
349,1.6525287926197052
350,8.052802085876465
351,0.3797180950641632
352,0.7219123840332031
353,0.7888253778219223
354,8.976961374282837
355,9.633997678756714
356,0.7558475434780121
357,8.706367015838623
358,7.08309531211853
359,9.17112112045288
360,9.080331325531006
361,1.7451970279216766
362,9.126911163330078
363,0.8821616321802139
364,0.6125850975513458
365,0.9031859785318375
366,9.007465243339539
367,9.311800599098206
368,8.7076735496521
369,9.266060590744019
370,8.866842985153198
371,8.603551983833313
372,0.24108821526169777
373,8.903691172599792
374,9.170509576797485
375,1.679486483335495
376,8.10010313987732
377,7.921004891395569
378,8.790873289108276
379,8.714518547058105
380,9.258611798286438
381,8.29210102558136
382,9.135512709617615
383,0.7905038446187973
384,9.27497148513794
385,3.9044189453125
386,9.203312993049622
387,8.76035749912262
388,7.865358591079712
389,0.2274031564593315
390,4.8464736342430115
391,0.8005549758672714
392,3.128208816051483
393,9.722485542297363
394,8.919325470924377
395,0.8079515397548676
396,8.549326658248901
397,9.229742288589478
398,8.053343892097473
399,9.262786507606506
400,8.819528222084045
401,9.206597805023193
402,8.8383549451828
403,9.029783010482788
404,9.005159735679626
405,5.6270915269851685
